CD_MUNICIPIO,NR_ZONA,DS_GRAU_ESCOLARIDADE,QT_ELEITORES_PERFIL,NM_PARTIDO,NM_MUNICIPIO,QT_TOTAL_VOTOS
87645,138,ENSINO FUNDAMENTAL COMPLETO,158,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,ENSINO FUNDAMENTAL COMPLETO,158,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,ENSINO FUNDAMENTAL COMPLETO,158,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,ENSINO FUNDAMENTAL COMPLETO,158,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,PROGRESSISTAS,SANTO ANTÔNIO DO PALMA,331
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,Partido dos Trabalhadores,SANTO ANTÔNIO DO PALMA,375
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,477
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,ENSINO FUNDAMENTAL INCOMPLETO,658,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87645,138,ENSINO MÉDIO COMPLETO,430,PROGRESSISTAS,SANTO ANTÔNIO DO PALMA,331
87645,138,ENSINO MÉDIO COMPLETO,430,Partido dos Trabalhadores,SANTO ANTÔNIO DO PALMA,375
87645,138,ENSINO MÉDIO COMPLETO,430,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,477
87645,138,ENSINO MÉDIO COMPLETO,430,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,ENSINO MÉDIO COMPLETO,430,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,ENSINO MÉDIO COMPLETO,430,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,ENSINO MÉDIO COMPLETO,430,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87645,138,ENSINO MÉDIO INCOMPLETO,286,PROGRESSISTAS,SANTO ANTÔNIO DO PALMA,331
87645,138,ENSINO MÉDIO INCOMPLETO,286,Partido dos Trabalhadores,SANTO ANTÔNIO DO PALMA,375
87645,138,ENSINO MÉDIO INCOMPLETO,286,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,477
87645,138,ENSINO MÉDIO INCOMPLETO,286,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,ENSINO MÉDIO INCOMPLETO,286,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,ENSINO MÉDIO INCOMPLETO,286,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,ENSINO MÉDIO INCOMPLETO,286,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87645,138,LÊ E ESCREVE,98,PROGRESSISTAS,SANTO ANTÔNIO DO PALMA,331
87645,138,LÊ E ESCREVE,98,Partido dos Trabalhadores,SANTO ANTÔNIO DO PALMA,375
87645,138,LÊ E ESCREVE,98,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,477
87645,138,LÊ E ESCREVE,98,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,LÊ E ESCREVE,98,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,LÊ E ESCREVE,98,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,LÊ E ESCREVE,98,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87645,138,SUPERIOR COMPLETO,152,PROGRESSISTAS,SANTO ANTÔNIO DO PALMA,331
87645,138,SUPERIOR COMPLETO,152,Partido dos Trabalhadores,SANTO ANTÔNIO DO PALMA,375
87645,138,SUPERIOR COMPLETO,152,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,477
87645,138,SUPERIOR COMPLETO,152,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,SUPERIOR COMPLETO,152,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,SUPERIOR COMPLETO,152,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,SUPERIOR COMPLETO,152,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87645,138,SUPERIOR INCOMPLETO,55,PROGRESSISTAS,SANTO ANTÔNIO DO PALMA,331
87645,138,SUPERIOR INCOMPLETO,55,Partido dos Trabalhadores,SANTO ANTÔNIO DO PALMA,375
87645,138,SUPERIOR INCOMPLETO,55,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,477
87645,138,SUPERIOR INCOMPLETO,55,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PALMA,301
87645,138,SUPERIOR INCOMPLETO,55,Partido Socialista Brasileiro,SANTO ANTÔNIO DO PALMA,932
87645,138,SUPERIOR INCOMPLETO,55,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,780
87645,138,SUPERIOR INCOMPLETO,55,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PALMA,310
87653,119,ANALFABETO,76,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,ANALFABETO,76,PROGRESSISTAS,NOVA PALMA,1515
87653,119,ANALFABETO,76,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,ANALFABETO,76,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,ANALFABETO,76,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,ANALFABETO,76,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,ENSINO FUNDAMENTAL COMPLETO,435,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,ENSINO FUNDAMENTAL COMPLETO,435,PROGRESSISTAS,NOVA PALMA,1515
87653,119,ENSINO FUNDAMENTAL COMPLETO,435,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,ENSINO FUNDAMENTAL COMPLETO,435,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,ENSINO FUNDAMENTAL COMPLETO,435,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,ENSINO FUNDAMENTAL COMPLETO,435,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,ENSINO FUNDAMENTAL INCOMPLETO,2022,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,ENSINO FUNDAMENTAL INCOMPLETO,2022,PROGRESSISTAS,NOVA PALMA,1515
87653,119,ENSINO FUNDAMENTAL INCOMPLETO,2022,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,ENSINO FUNDAMENTAL INCOMPLETO,2022,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,ENSINO FUNDAMENTAL INCOMPLETO,2022,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,ENSINO FUNDAMENTAL INCOMPLETO,2022,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,ENSINO MÉDIO COMPLETO,1011,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,ENSINO MÉDIO COMPLETO,1011,PROGRESSISTAS,NOVA PALMA,1515
87653,119,ENSINO MÉDIO COMPLETO,1011,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,ENSINO MÉDIO COMPLETO,1011,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,ENSINO MÉDIO COMPLETO,1011,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,ENSINO MÉDIO COMPLETO,1011,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,ENSINO MÉDIO INCOMPLETO,571,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,ENSINO MÉDIO INCOMPLETO,571,PROGRESSISTAS,NOVA PALMA,1515
87653,119,ENSINO MÉDIO INCOMPLETO,571,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,ENSINO MÉDIO INCOMPLETO,571,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,ENSINO MÉDIO INCOMPLETO,571,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,ENSINO MÉDIO INCOMPLETO,571,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,LÊ E ESCREVE,79,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,LÊ E ESCREVE,79,PROGRESSISTAS,NOVA PALMA,1515
87653,119,LÊ E ESCREVE,79,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,LÊ E ESCREVE,79,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,LÊ E ESCREVE,79,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,LÊ E ESCREVE,79,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,SUPERIOR COMPLETO,631,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,SUPERIOR COMPLETO,631,PROGRESSISTAS,NOVA PALMA,1515
87653,119,SUPERIOR COMPLETO,631,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,SUPERIOR COMPLETO,631,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,SUPERIOR COMPLETO,631,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,SUPERIOR COMPLETO,631,Partido Socialista Brasileiro,NOVA PALMA,612
87653,119,SUPERIOR INCOMPLETO,313,Partido dos Trabalhadores,NOVA PALMA,333
87653,119,SUPERIOR INCOMPLETO,313,PROGRESSISTAS,NOVA PALMA,1515
87653,119,SUPERIOR INCOMPLETO,313,Movimento Democrático Brasileiro,NOVA PALMA,2102
87653,119,SUPERIOR INCOMPLETO,313,Partido Socialista Brasileiro,NOVA PALMA,2075
87653,119,SUPERIOR INCOMPLETO,313,Movimento Democrático Brasileiro,NOVA PALMA,2316
87653,119,SUPERIOR INCOMPLETO,313,Partido Socialista Brasileiro,NOVA PALMA,612
87661,15,ANALFABETO,32,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,ANALFABETO,32,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,ANALFABETO,32,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,ANALFABETO,32,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,ANALFABETO,32,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,ANALFABETO,32,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,ANALFABETO,32,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,ANALFABETO,32,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,ANALFABETO,32,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,ENSINO FUNDAMENTAL COMPLETO,199,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,ENSINO FUNDAMENTAL INCOMPLETO,697,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,ENSINO MÉDIO COMPLETO,468,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,ENSINO MÉDIO COMPLETO,468,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,ENSINO MÉDIO COMPLETO,468,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,ENSINO MÉDIO COMPLETO,468,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,ENSINO MÉDIO COMPLETO,468,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,ENSINO MÉDIO COMPLETO,468,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,ENSINO MÉDIO COMPLETO,468,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,ENSINO MÉDIO COMPLETO,468,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,ENSINO MÉDIO COMPLETO,468,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,ENSINO MÉDIO INCOMPLETO,282,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,ENSINO MÉDIO INCOMPLETO,282,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,ENSINO MÉDIO INCOMPLETO,282,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,ENSINO MÉDIO INCOMPLETO,282,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,ENSINO MÉDIO INCOMPLETO,282,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,ENSINO MÉDIO INCOMPLETO,282,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,ENSINO MÉDIO INCOMPLETO,282,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,ENSINO MÉDIO INCOMPLETO,282,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,ENSINO MÉDIO INCOMPLETO,282,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,LÊ E ESCREVE,85,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,LÊ E ESCREVE,85,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,LÊ E ESCREVE,85,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,LÊ E ESCREVE,85,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,LÊ E ESCREVE,85,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,LÊ E ESCREVE,85,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,LÊ E ESCREVE,85,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,LÊ E ESCREVE,85,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,LÊ E ESCREVE,85,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,SUPERIOR COMPLETO,149,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,SUPERIOR COMPLETO,149,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,SUPERIOR COMPLETO,149,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,SUPERIOR COMPLETO,149,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,SUPERIOR COMPLETO,149,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,SUPERIOR COMPLETO,149,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,SUPERIOR COMPLETO,149,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,SUPERIOR COMPLETO,149,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,SUPERIOR COMPLETO,149,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87661,15,SUPERIOR INCOMPLETO,131,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,979
87661,15,SUPERIOR INCOMPLETO,131,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,723
87661,15,SUPERIOR INCOMPLETO,131,Partido Democrático Trabalhista,SANTO ANTÔNIO DO PLANALTO,691
87661,15,SUPERIOR INCOMPLETO,131,Partido Trabalhista Brasileiro,SANTO ANTÔNIO DO PLANALTO,367
87661,15,SUPERIOR INCOMPLETO,131,PROGRESSISTAS,SANTO ANTÔNIO DO PLANALTO,154
87661,15,SUPERIOR INCOMPLETO,131,Movimento Democrático Brasileiro,SANTO ANTÔNIO DO PLANALTO,315
87661,15,SUPERIOR INCOMPLETO,131,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,125
87661,15,SUPERIOR INCOMPLETO,131,Democratas,SANTO ANTÔNIO DO PLANALTO,288
87661,15,SUPERIOR INCOMPLETO,131,REPUBLICANOS,SANTO ANTÔNIO DO PLANALTO,141
87670,129,ANALFABETO,65,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,ANALFABETO,65,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,ANALFABETO,65,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,ANALFABETO,65,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,ANALFABETO,65,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,ANALFABETO,65,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,ANALFABETO,65,Patriota,NOVA PETRÓPOLIS,994
87670,129,ANALFABETO,65,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,ANALFABETO,65,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,ANALFABETO,65,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,ANALFABETO,65,Patriota,NOVA PETRÓPOLIS,1347
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Patriota,NOVA PETRÓPOLIS,994
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,ENSINO FUNDAMENTAL COMPLETO,1648,Patriota,NOVA PETRÓPOLIS,1347
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Patriota,NOVA PETRÓPOLIS,994
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,ENSINO FUNDAMENTAL INCOMPLETO,4916,Patriota,NOVA PETRÓPOLIS,1347
87670,129,ENSINO MÉDIO COMPLETO,3771,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,ENSINO MÉDIO COMPLETO,3771,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,ENSINO MÉDIO COMPLETO,3771,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,ENSINO MÉDIO COMPLETO,3771,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,ENSINO MÉDIO COMPLETO,3771,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,ENSINO MÉDIO COMPLETO,3771,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,ENSINO MÉDIO COMPLETO,3771,Patriota,NOVA PETRÓPOLIS,994
87670,129,ENSINO MÉDIO COMPLETO,3771,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,ENSINO MÉDIO COMPLETO,3771,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,ENSINO MÉDIO COMPLETO,3771,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,ENSINO MÉDIO COMPLETO,3771,Patriota,NOVA PETRÓPOLIS,1347
87670,129,ENSINO MÉDIO INCOMPLETO,1787,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,ENSINO MÉDIO INCOMPLETO,1787,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Patriota,NOVA PETRÓPOLIS,994
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,ENSINO MÉDIO INCOMPLETO,1787,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,ENSINO MÉDIO INCOMPLETO,1787,Patriota,NOVA PETRÓPOLIS,1347
87670,129,LÊ E ESCREVE,134,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,LÊ E ESCREVE,134,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,LÊ E ESCREVE,134,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,LÊ E ESCREVE,134,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,LÊ E ESCREVE,134,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,LÊ E ESCREVE,134,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,LÊ E ESCREVE,134,Patriota,NOVA PETRÓPOLIS,994
87670,129,LÊ E ESCREVE,134,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,LÊ E ESCREVE,134,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,LÊ E ESCREVE,134,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,LÊ E ESCREVE,134,Patriota,NOVA PETRÓPOLIS,1347
87670,129,SUPERIOR COMPLETO,2538,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,SUPERIOR COMPLETO,2538,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,SUPERIOR COMPLETO,2538,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,SUPERIOR COMPLETO,2538,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,SUPERIOR COMPLETO,2538,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,SUPERIOR COMPLETO,2538,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
87670,129,SUPERIOR COMPLETO,2538,Patriota,NOVA PETRÓPOLIS,994
87670,129,SUPERIOR COMPLETO,2538,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,1451
87670,129,SUPERIOR COMPLETO,2538,Partido Socialista Brasileiro,NOVA PETRÓPOLIS,1582
87670,129,SUPERIOR COMPLETO,2538,REPUBLICANOS,NOVA PETRÓPOLIS,1665
87670,129,SUPERIOR COMPLETO,2538,Patriota,NOVA PETRÓPOLIS,1347
87670,129,SUPERIOR INCOMPLETO,1520,REPUBLICANOS,NOVA PETRÓPOLIS,2162
87670,129,SUPERIOR INCOMPLETO,1520,Partido Democrático Trabalhista,NOVA PETRÓPOLIS,3179
87670,129,SUPERIOR INCOMPLETO,1520,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,2669
87670,129,SUPERIOR INCOMPLETO,1520,PROGRESSISTAS,NOVA PETRÓPOLIS,1830
87670,129,SUPERIOR INCOMPLETO,1520,Partido da Social Democracia Brasileira,NOVA PETRÓPOLIS,5845
87670,129,SUPERIOR INCOMPLETO,1520,Movimento Democrático Brasileiro,NOVA PETRÓPOLIS,2535
